InnovationID,InnovationName,InnovationDescription,Category,Invention,Patents,CoInventor,Completed ,ConnectedWoman,Bundle
288,1980s Fungicide to deter fuel degradation,"While at TACOM (US Army Tank Automotive Command), McClendon focused on developing methods to protect stored goods, notably fuel, from degradation due to biological agents. As part of this research, she developed a fungicide which did not harm humans who came in contact with it. McClendon’s findings greatly reduced the loss of fuel for the Army.",Biology - Microbiology,none,none,none,yes,288,undefined
289,1983 Nobel Prize for development of maize cytogenetics.,"McClintock studied chromosomes and how they change during reproduction in maize. She developed the technique for visualizing maize chromosomes and used microscopic analysis to demonstrate many fundamental genetic ideas. One of those ideas was the notion of genetic recombination by crossing-over during meiosis—a mechanism by which chromosomes exchange information. She produced the first genetic map for maize, linking regions of the chromosome to physical traits. She demonstrated the role of the telomere and centromere, regions of the chromosome that are important in the conservation of genetic information.",Biology - Cytogenetics,none,none,none,yes,289,undefined
290,Automotive journalism,"helped launch the U.S. automotive magazine Competition Press  now AutoWeek  owned the magazine for 1 year; wrote for them for over 65 years; invented participatory journalism-writing about sports from the perspective of a partifcipant-because she was not allowed in the racing pits or locker rooms as were male journalists; ",Journalism - Automotive,none,none,none,yes,290,undefined
291,Screening of desert plants and fungi for ingredients to use in cancer treatment drugs.,"Meade-Tollin’s research includes screening desert plants and fungi for ingredients that could be used in cancer treatment drugs. At the University of Arizona, she developed a reproducible & physiologically relevant bioassay for angiogenic inhibitors & enhancers suitable for drug discovery screening. She holds 3 patents.",Medicine - Pharmacology,Stem cell fusion model of carcinogenesis,8758755;8158126;CA2620616C,David T. Harris; Tom C. Ysang; Xianghui He; Brian L. Pipes,yes,291,undefined
292,Fertility,"""In vitro fertilization research with John Rock; 1st person to conceive a human life outside of the body in 1944; she did the actual process of fertilizing the egg since Rock did not like the """"tedium"""" of lab work""",Medicine,none,none,none,yes,292,undefined
293,1993 - Research on molecular mechanisms of gastric cancer biology,"* Merchant's research focuses on molecular mechanisms of gastric cancer biology, in particular the pathways involved in chronic inflammation processes * Since 1993, she has worked on a project on the ""Transcriptional Control of Gastrin,"" concerning the origin of gastrinomas * 2002 Merchant and collaborators found that antibiotics did a better job of treating gastritis in mice than blocking acid production with proton pump inhibitors * Holds a patent for a biomarker that can help diagnose Irritable Bowel Syndrome (IBS) and Crohn's Disease * Contributed to understanding of gastric response to chronic inflammation. ",Gastroenterology,Biomarker associated with Irritable Bowel Syndrome & Crohn's disease; Acinetobacter outer membrane protein & gene sequence compositions & methods,9732387;6713062,Helmut Grasberger,"done ",1211,Medicine
294,Botany,Began her botany career at age 50  travelling extensively throughout the Americas & collecting over 150 000 plant & flower speciments; has over 50 species of plants named after her; identified more than 500 new varieties of plants including 2 new genera; often travelled alone or with indigenous guides to collect her samples; 1st person to collect sample from what is now known as Denali National Park; canoed approximately 3 000 miles of the Amazon River  from its delta to its source  to collect specimens; her specimens are still being examined/studied,Botany,none,none,none,yes,294,undefined
295,1977 SportsBra,"In 1977, Smith was working with Lisa Lindahl on costumes for the William Shakespeare Festival. Lindahl was a keen athlete, and expressed discomfort when running in a regular bra. Together they came up with the design for a sports bra, and worked with Hinda Miller to source the materials and conduct a test run. When Smith visited New York for work, she returned with new fabrics – elastics and Lycra – and created a bra for Lindahl's measurements. Lindahl and Miller co-founded Jogbra, Inc. ",Health Sciences,Protective brassiere with local energy absorption; Brassiere; Athletic Brassiere; Athletic Shirt,6083080;D301518;4311150;4174717;D259370;D260445,LaJean Lawso; Eugenie Zobian-Lindahl; Polly P. Smith,yes,373,undefined
296,Data for social change,"""2017  co-founded (with Lucas Mason-Brown  a mathematician) & CEO of D4BL (Data for Black Lives)-a company that connects data scientists with community activists/changemakers in an attempt to create social change by using data; 2013  researched high infant mortality rate among black infants at Miami's Jackson Hospital  used data to determine it was linked to the aggressive pushing of formula instead of breast feeding  data was compelling & forced hospital to announce changes in policy; working on compiling a nationwide database of technologies used by police departments; worked on """"Telling It Like It Is:  Miami Youth Speak Out On The School to Prison Pipeline""""comic book in response to police violence at her high school;""",Data mining,none,none,none,yes,848,undefined
297,Modular spaces of Riemann surfaces; Teichmuller Theory,researched Teichmuller theory  hyperbolic geometry  ergodic theory  & symplectic geometry; found that a property of the modulus space corresponds to the number of simple closed geodesics of the hyperbolic surface; developed a simple proof for the theorem of Schur; proved William Thurston's earthquake flow on Teichmuller space is ergodic; 2014  with Alex Eskin & input from Amir Mohammadi  proved complex geodesics & their closures in moduli space are surprisingly regular  rather than irregular or fractal; made several contributions to the theory of moduli spaces of Riemann surfaces,Mathematics,none,none,none,yes,297,undefined
298,Web design; disinformation,"""Founded:  Digital Sisters/Sistas  Inc (2000) a company that connects women from poor economic situations with education & training in technology  Mitchell Holder Group (1997) a web multimedia management firm  TechMedia Swirl (2008)  Stopping Online Violence Against Women  Inc (2013)  Human First Tech (2018); created TechnoDemic-a multimedia competition to help youth learn technology & programming terms; tried to bridge the """"invisible barrier"""" that keeps women/girls of color & low-income from access to technology""",Computer Science,none,none,none,yes,856,undefined
299,"1847 Discovery of comet C/1847 T1, known as ""Miss Mitchell's Comet"" in her honor","At 10:50 pm on the night of October 1, 1847, Mitchell discovered Comet 1847 VI (modern designation C/1847 T1) using a Dollond refracting telescope with three inches of aperture and forty-six inch focal length. She had noticed an unknown object flying through the sky in an area where she previously had not noticed any other activity and believed it to be a comet. The comet later became known as ""Miss Mitchell's Comet."" She published a notice of her discovery in Silliman's Journal in January 1848 under her father's name. The following month, she submitted her calculation of the comet's orbit, ensuring her claim as the original discoverer.",Astronomy,none,none,none,yes,299,undefined
300,1950s Research on the distribution and differences in blood types between Black and white Americans.,"Moore did research on the distribution and differences in blood types between Black and white Americans. Moore's study took place at Howard University College of Medicine. The university population included African Americans from throughout the United States. With few exemptions in the states represented, this diversity made her participants a random sample for Black Americans. It was conducted by pricking the fingers of participants to collect blood samples and using macroscopic and microscopic processes to observe the blood samples that were collected. Moore's experiment determined ABO blood types and the subgroups of ABO that are MN and Rh. Comparison of her results to those of the other experiments suggested that Rh blood types might be a good starting ground for studying and building a foundation of knowledge about different racial backgrounds.",Medicine - Hematology,none,none,none,yes,300,undefined
301,Radiation; vibrational analysis,Research on the vibrational analysis of secondary chlorides in PVC polymers & spectroscopic work on proteins; jobs included calculating the radiation from various types of plasma  approximating the IR radiation from the wakes of space reentry vehicles & the analysis of stress-optical delay devices; expanded Ford's use of Japanese engineering & manufacturing methods in the 1980s,Engineering,none,none,"none ",yes,301,undefined
302,Data & statistics,co-founded Indefinite Possibilities Conference 2003 to promote  educate  encourage & support minority women underrepresented in mathematics & statistics; 2020  founder & managing partner of Intersecting Lines  LLC a company using creative approaches to empower leaders to use data science  statistics & technology to drive business decisions,Technology,none,none,none,yes,302,undefined
303,"1957 Invention of the liquid fuel Hydyne, used to power the Jupiter-C rocket ","While at North American Aviation, Morgan invented Hydyne (1957), the fuel that powered Jupiter-C rocket that launched the United States' 1st satellite-Explorer 1. Hydyne was used in 3 launchings before being replaced by a stronger fuel. Morgan engineered the Hydyne-LOX (Liquid OXygen) propellant combination used by North American Aviation in their early U.S. rocket designs of the incipient space race. She was considered a rocketry pioneer as she was the only female technical analyst employed by NAA in Downey, California. Morgan suggested calling her new fuel invention 'Bagel', allowing the Redstone propellant combination to be then called 'Bagel and LOX' (a tongue in cheek reference to the brined salmon, lox, which is served with bagels and cream cheese). Her suggested name for the new fuel was not accepted, and 'Hydyne' was chosen instead by the U.S. Army.",Aerospace - Chemistry,Hydyne-not patented,none,none,yes,303,undefined
304,Developed computer program to track the orbits of space craft,"In leading a team of NASA mathematicians to track the orbits of Echo 1 & 2, Mouton was the head programmer who coded computer programs used to calculate the locations & trajectories of spacecraft. This gave NASA the ability to track spacecraft in orbit. Mouton is also an expert in APL (programming language developed by Kenneth Iverson) & taught it at NASA.",Aerospace - Mathematics,none,none,none,yes,304,undefined
305,Nobel PrizeSurvivor of conflict sexual violence,2014  captured by ISIS & held as a sex slave for 3 months before escaping to Germany; 2016  established Nadia's Inititative to focus on the sustainable redevelopment of the Yazidi homeland in Iraq; advocates for survivors of genocide & sexual violence; used Nobel Prize money to found Global Survivor's Fund with Dr. Mukwege; worked with German Mission to the UN to pass UN Security Council Resolution 2467 which expanded the UN's committments to end sexual violence in conflict & Resolution 2379 which established UN Investigative Team to Promote Accountability for Crimes Committed by Da'esh/ISIL (UNITAD); 2020  worked with UK Government to establish Murad Code a global consultative initiative aimed at building & supporting a community of better practices for  with & concerning survivors of conflict-related sexual violence,Human Rights,none,none,none,yes,305,undefined
306,Research on photon avalance upconversion,"Nash-Stevenson joined the United States Army Ballistic Missile Defense Systems Command. She holds a patent for an optical fiber holder. She joined the instrumentation group in Marshall Space Flight Center's avionics lab, where she worked for nearly ten years. She was awarded a NASA Fellowship in 1998, and eventually joined the space craft and vehicle systems group. During her career Nash-Stevenson worked on photon upconversion (UC). This is a process in which the sequential absorption of two or more photons leads to the emission of light at shorter wavelength than the excitation wavelength. An example is the conversion of infrared light to visible light. Upconversion can take place in both organic and inorganic materials, through a number of different mechanisms. ","Aerospace - Optics ",Optical fiber holder,5182789,Dennis M. Stockbridge,yes,850,undefined
307,Persistance of nuclear radiation  fallout & human health,"Nelms studied the persistence of nuclear radioactivity in her work at the National Bureau of Stanndards. Her works have been cited numerous times in reports of nuclear fallout & human health. ","Physics, nuclear",none,none,none,yes,307,undefined
308,1898 Hair brush for African American women,"In the 1890s, Newman invented a hairbrush which contained evenly spaced rows of bristles with open slots to clear debris away from the hair and into a recessed compartment in the brush back. The brush also had a button which allowed the bristle holder to be removed from the back for cleaning of the brush.  The U.S. patent 614,335 was filed on July 11, 1898 and granted on November 14, 1898. The hairbrush she invented was described in her patent as ""simple and durable in construction"" and being ""very effective when in use"". Modern hairbrushes still use Newman's design, with the only changes being aesthetic. Lyda's invention changed the hair-care industry, because her design made hairbrushes less expensive, easier to manufacture, and effective to use on textured hair. ",Health & Beauty,Brush,614335,none,yes,812,undefined
309,Women's bras and pantyhose,Newmar received U.S. patents for pantyhose and one for a brassiere,Textile Engineering,Pantyhose with shaping band for Cheeky derriere relief; Brassiere,3914799;4003094;3935865,none,yes,309,undefined
310,"Considered the ""Mother of modern Nursing"" though her professionalism of the career","Following her nursing experience in the Crimean War, Nightingale returned to England to found the first professional nurse training school in London in 1860.  It was the first secular nursing school in the world. As part of the developing nursing curriculum, she stressed the need for improving sanitary conditions, including hand washing, to decrease the death rate of patients. Her social reforms included improving healthcare for all sections of British society, advocating better hunger relief in India, helping to abolish prostitution laws that were harsh for women, and expanding the acceptable forms of female participation in the workforce.","Medicine - Nursing ",none,none,none,yes,310,undefined
311,Research in the trust factor in human-computer interaction,"Her research paper, Tell Me More: Designing HRI to Encourage More Trust, Disclosure, and Companionship (2016) found that vulnerability and expressivity may improve peoples' relationships with robots. In this study, Nneji and her team engaged high school students with robots with low/high vulnerability and low/high expressivity in a learning activity. They found that students were more trusting of vulnerable robots and more communicative with expressive robots. She has also done further research in robotics  automation  human-centered design & autonomous transportation; founded AKALAKA an information  education & support group for people caring for siblings; 2020  co-founded (with her sister) & Director of The Monica Chibuogu Nneji Foundation-a nonprofit that alleviates poverty through health equity  educational advice & community empowerment","Computer Science - Robotics ",none,none,none,yes,853,undefined
312,"Design of the Multispectral Scanner ","Norwood designed the Multispectral Scanner first used on Landsat 1, which enabled scientists to map & study the Earth. She also designed the microwave transmitter Surveyor 1 used to transmit data & images back to earth. Norwood continued to oversee Landsat 1-5 (#10 is scheduled for launch in 2030). She has been referred to as ""The Mother of Landsat"". She holds 3 patents (1 is classified) for her contribution to the Landsat program.  ","Aerospace - Engineering ",Radar reflector; Folded sigma-shaped dipole antenna,2746035;3143737,none,yes,312,undefined
313,Optical systems for automated space exploration,"Ochoa was enticed by optical systems and committed to improving its applications for performing information processing. She wanted to help computers ""see"". NASA later recognized her methods in optics could be used in fabricating such as inspecting for flaws, or it might be used on a space vehicle such as the Rover. At the NASA Ames Research Center, she led a research group working primarily on optical systems for automated space exploration. At Sandia National Laboratories, she applied what she knew about optics to the research being done on nuclear weapons. She patented an optical system to detect defects in a repeating pattern and is a co-inventor on three patents for an optical inspection system, an optical object recognition method, and a method for noise removal in images. ",Aerospace - Optics,optical system image processors  optical inspection system  optical object recognition method & method for noise removal in images,4949389;4838644;4674824,Jan P. Allebach; Donald W. Sweeney; George F. Schils; Joseph W. Goodman; Lambertus Hesselink,yes,313,undefined
314,"1984 Identified a new genus of corals - Rhombopsammia  ","Because Owens had sickle cell anemia traits, her research was limited by her inability to dive underwater to search for specimens.[3] Instead, she did a laboratory project at the Smithsonian Institution, working with coral samples collected by a British expedition in 1880. Her doctoral research concerned certain species of deep-sea button corals, a group of stony corals that are distinctive in that they do not form colonies. Her dissertation was titled ""Microstructural Changes in the Scleractinian Families Micrabaciidae and Fungiidae and their Taxonomic and Ecologic Implications.""",Biology - Marine Biology,none,none,none,yes,314,undefined
315,Personal health programs supported by computer interaction,"Parker is a leading researcher on the interdisciplinary study of human computer interaction (HCI) and personal health information. She designs and evaluates the impact of computer software tools that help people manage their health & wellness through technology. Together with colleagues she developed OrderUP!, a game created to help people make smart choices when ordering food. She has also researched the role of digital fitness trackers and their impact on motivation, and behavioral change.","Computer Science, Public Health",none,none,none,yes,315,undefined
317,Supercritical Fluid Extraction (FE); pollution,as a high school student was 1 of 11 African-American students enrolled in Gadsden City High School  an all-white school  after Brown v Board of Education; did pioneering work  and became an expert  in supercritical fluid extraction (SFE  used to decaffinate tea & coffee & increase flavor in cigarettes among other things); 2000 founded Education & Environmental solutions a company educating the public on the dangers of chemically polluting the environment; also studied thermodynamics  homogenous nucleation  and heat & mass transfer,Chemical Engineering,none,none,none,yes,317,undefined
318,1925 Groundbreaking conclusion that stars were composed primarily of hydrogen and helium,"Payne-Gaposchkin proposed in her 1925 doctoral thesis that stars were composed primarily of hydrogen and helium. Her groundbreaking conclusion was initially rejected because it contradicted the scientific wisdom of the time, which held that there were no significant elemental differences between the Sun and Earth. Independent observations eventually proved she was correct. Her work on the nature of variable stars was foundational to modern astrophysics. ",Astronomy - Astrophysics,none,none,none,yes,318,undefined
319,Improved sanitation standards for the handling of milk and milk products,"Pennington educated farmers on the handling of raw milk in order to improve the safety of ice cream sold at local schools. In the same year, she accepted a position with the Women's Medical College of Pennsylvania as director of their clinical laboratory. She also served as a research worker in the department of hygiene at the University of Pennsylvania from 1898 to 1901, and was a bacteriologist with the Philadelphia Bureau of Health. In her position with the Bureau of Health, she was instrumental in improving sanitation standards for the handling of milk and milk products. ",Food Sciences,NULL,1996171;2013896;1868542;1625090,Arthur W. Thomas; Alex Brookings Davis,yes,319,undefined
320,Infertility,Deported to Auschwitz Concentration Camp in 1944; told by Dr. Mengele to point out all the pregnant women; in order to save them from experimentation & death  she performed 100s of abortions & killed new borns; granted US citizenship in 1951 & worked at Mt. Sinai Hospital as the only female gynecologist on staff; specialized in infertility & diseases associated with pregnancy; 2003 movie  Out of the Ashes  based on her life,Medicine,none,none,none,yes,320,undefined
321,Robust network routing & bridging; STP,Network and security protocols;invented the algorithm behind the Spanning Tree Protocol (STP  1985) to provide redundancy between network points; invented Trill protocol to correct some of the shortcomings of spanning trees allowing Ethernet to use optimal use of bandwidth; started the new field of tangible user interface; was the primary designer of DECnet Iv & V & IS-IS  made major contributions to Connectionless Network Protocol (CLNP); has written 2 textbooks  Interconnections & Network Security; 153 patents found,Computer Science,see Docs Links for 153 patents,5086428;7339900;11595190;11063884;11012541;10791058;10404625;10298551;10284534;10205667;10063372;10007809;9923677;9917891;9906QA61;9779269;971660;9674098;9659190;9607011;9577791;9559953;9141171;9088511;8989017;8908526;8150038;6804779;5892828;5175765;5079767;4864559;11664988;11509468;11435907;11436345;11374769;11290276;11240005;11128460;11042629;11018859;11019033;108197000;10764068;10756904;10394646;9189642;8635284;8538014;8488782;8315395;8200964;8006285;7874010;7814318;7770213;7760722;7660423;7596696;7409545;7398322;7395549;7363499;7213262;7178021;7152113;7096251;7085925;7068595;7058798;7054905;7016499;6996712;6992988;6975729;6912656;6912205;69010766898187;68831006801998;6788680;6768740;6757843;6658565;6658004;6636838;6590895;6580722;6567410;6560705;6546486;6526055;6526022;6510523;6507562;6505253;6473431;6445710;6389532;6363480;675859;6263434;6230266;6185698;6173400;6134599;6131123;6104695;6094525;6055316;5805818;5796740;5781534;5742820;5687235;5596574;5983223;59956335;5901227;5892828;5870386;5856974;5844902;5574860;5557745;5511168;5500860;5483598;5475763;5455865;5450407;5434855;5434864;5428615;5420862;5418781;5400333;5398242;5351295;5327424;5323394;5321693;5313465;5309437;5261002;5251205;5243592;5150360;5128926;5079767;4864559,"see Doc links for list ",yes,321,undefined
322,Isotopes & elements,She was part of ORNL's team that collaborated with the Joint Institute for Nuclear Research to discover tennessine (element 117  the 2nd heaviest element);researches the processing of radioactive transuranic industrial uses of nickel-63 & selenium-75; has contributed to the research in spectroscopic analysis & spectrophotometric valence state studies of plutonium-238 & neptunium-237 & 238 & studied electrodeposition with californium-252 for the Californium Rare Isotope Breeder Upgrade project; researches the purification of einsteinium-254; researches actinides & lanthanide separations for isotopes used in medicine,Chemistry - Nuclear,none,none,none,yes,322,undefined
323,"Founded first independently funded hospital on a reservation ","First Indigenous woman to become a physician in the United States, Picotte founded the 1st independently funded hospital on a reservation in Walthill NE 1913. The hospital was closed in 1940, it became a community center & museum dedicated to her work & the history of the Omaha & Winnebago Tribes. The building is currently on the list of historical/heritage sites & undergoing renovation Picotte further campaigned for public health & the formal legal allotment of land to members of the Omaha Tribe. She worked to increase sanitary conditions & prevent & treat tuberculosis on the reservation.",Medicine,none,none,none,yes,323,undefined
324,Co-created and flew in gliders designed by her brother Percy Pilcher in the 1890s,"In early 1895 the Pilcher siblings decided to make a full-sized prototype of what they called a 'soaring machine'. Percy did the design, carpentry and tensioning; Ella was in charge of the fabric. They began constructing the aircraft in five sections using the best materials they could get with their limited funds: pine, sailcloth, steel plates, piano wire and bamboo. Th They called this first glider the Bat, and began test flying it in the summer of 1895.at Cardross, farmland to the west of Glasgow, By September of that year, Ella and Percy had modified the Bat to the point where it would carry one of them aloft for 30 seconds, double that if towed by a rope. ","Aviation ",none,none,none,yes,324,undefined
325,"Herbal-alcoholic women's tonic for menstrual and menopausal problems, ","American inventor and marketer of a herbal-alcoholic ""women's tonic"" for menstrual and menopausal problems, which medical experts dismissed as a quack remedy, but which is still on sale today in a modified form. Pinkham and her ""medicinal compound"" for feminine disorders became the subject of a bawdy drinking song, ""Lily the Pink"", of which a sanitized version became a number one hit by The Scaffold in the United Kingdom. She further distributed information on menstruation and the ""facts of life"" and was considered to be a crusader for women's health issues in a day when women were poorly served by the medical establishment. Pinkham was  founder Lydia Estes Pinkham Medicine Company.","Medicine, Women's Health","""herbal-alcoholic """"women's tonic"""" for menstrual and menopausal problems """,Unknown,none,yes,325,undefined
326,"1991 - Appointed director of the new Office of Research on Women's Health (ORWH) at the National Institutes of Health (NIH) ",* Pinn is strong advocate for ensuring that federally funded medical studies include female patients * known for her advocacy of women's health issues and concerns * Developed a re-entry program for trained scientists to re-establish themselves after interruptions of their careers due to family responsibilities.,Women's Health Issues,none,none,none,yes,326,undefined
327,cryoprecipitation; Hemophilia,best known for the discovery of cryoprecipitation in 1965  a process for creating concentrated blood clotting factors which significantly improved the quality of life for hemophiliacs; her major observation was factor VIII can be simply & cheaply prepared from human plasma & can easily & safely be given to hemophiliac patients; developed techniques to measure the electric potential of a single muscle fiber within a membrane that are still used world-wide today,Medicine,none,none,none,yes,327,undefined
328,"2018 - Research on questions regarding how to re-frame who is observer in physics"", ","* Prescod-Weinstein worked on “Physics: A Reconstruction of Observers"" seeking to answer questions regarding how to re-frame who is an ""observer"" * Study of cultures existing outside of the European Enlightenment framework, and how that might change knowledge production in science * Also studies the origin & history of the Universe. ",Particle Physics,none,none,none,done,328,"Physics "
329,1851 - Graduate in the first class of Women's Medical College of Pennsylvania. Lifelong advocate of women doctors,"* Preston was in the first graduating class of Women's Medical College of Pennsylvania, graduating in 1851 in their 1st class * opened a school of nursing in 1863 * 1866 became 1st female dean of the Women's Medical College * advocate for the training of women to become doctors",Medical Education,none,none,none,done,329,Medicine
330,1959 Vaccine development for ducks and other avians.,"While at the Cornell Duck Research Laboratory, Price began working on vaccine development for Pasteurella anatipestifer, which caused “New Duck Disease” for white pekin ducks. She would continue research in avian cholera and TB for various species through her career. Some of the vaccines were commercially developed. She worked with national and international colleagues, publishing on Pasteurella anatipestifer in pheasants, medication for bacterial infections in ducklings, Pasteurella multocida in Nebraska wetlands and in snow geese. ",Biology - Veterinary Microbiology,none,none,none,yes,330,undefined
331,Environmentally friendly battery,Founder (2009) and Chief Technical Officer of Prieto Battery; works on synthesizing earth-abundant & low toxic semiconductor nanocrystals for 3rd-generation solar cells; holds 14 patents,Chemistry,Li-ion battery; electropolymerization of a coating onto an electrode material; Lithium-ion battery having organic-inorganic hybrid solid electrolyte; Lithium-ion battery having interpenetrating electrodes; Self-assembly of coatings utilizing surface charge; Detection of defects in solid-polymer coatings using reduction-oxidation probes;Lithium-ion battery,14/316574;14/059148;13956320;61514439;10290876;9809896;9748609;9741999;9692083;9337514;8961767;8795885;EP2740172B1;EP2909364B1,James M. Moseby; Matthew T. Rawls; Derek C. Johnson; Daniel Bates; C. Michael Elliot; Wesley A. Hoffert;Timothy S. Arthur,yes,814,undefined
332,2021 First female commercial spaceship pilot of the Crew Dragon mission Inspiration4.,"As a commercial astronaut, Proctor was launched into Earth's orbit as the first pilot of the Crew Dragon Space Capsule, a part of the Inspiration4 private orbital spaceflight 2021. She is also the first artist to paint in space.  ","Aerospace - Astronaut ",none,none,none,yes,332,undefined
333,Nutrition,"published over 20 papers on the availability of essential amino acids from foods; ",Nutrition,none,none,none,yes,333,undefined
334,"Asteroid 37349 named Lynnaequick in her honor ","Quick has dedicated her career to investigating the inner workings of planets and moons. Unlike her colleagues studying Earth, Quick can’t just jet off to investigate these faraway locales for her research. Instead, she combines satellite data, an understanding of Earthly geological processes, and the power of mathematics to imagine how other worlds might behave, modeling volcanic processes. Her research has taken her from volcanic plumes on Jupiter’s icy moon Europa to the surface of the crater-laden dwarf planet Ceres and possible ocean worlds outside the bounds of our solar system.","Astronomy - Planetary Science ",none,none,none,yes,334,undefined
335,1911 First American woman awarded a pilot's license,"On August 1, 1911, Quimby took her pilot's test and became the first American woman to earn a pilot's license, Fédération Aéronautique Internationale certificate #37, issued to her by the Aero Club of America. After earning her pilot's license, Quimby acted to capitalize on her new status. Pilots could earn as much as US $1,000 per performance, and prize money for a race could go as high as $10,000 or more. Quimby joined an exhibition team, and made her professional debut in 1911, earning $1,500 in a night flight over Staten Island before a crowd of almost 20,000 spectators. In articles for popular magazines, she recounted her flying adventures. Committed to her new passion of flying, she promoted the economic potential of commercial aviation and touted flying as an ideal sport for women. Less than a year after obtaining her pilot’s license, Quimby was killed during an exhibition flight over Boston.   ",Aviation,none,none,none,yes,335,undefined
336,Peccei-Quinn Symmetry Theory; Quark-Hadron Duality,PecceiûQuinn Symmetry theory with Roberto Peccei-theory implies a corresponding symmetry of nature (related to matter-antimatter symmetry & the possible source of the dark matter that pervades the universe); Hierarchy of interactions in unified gauge theories; contributed to the search for a unified theory for the 3 types of particle interactions (strong  electromagnetic & weak) suggesting they could be the result of one action; with Enrico Poggio & Steven Weinberg  formulated the quark-hadron duality which showed how physics of quarks can be used to predict certain aspects of the physics of hadrons regardless of the details of the hadron's structure; worked on Next Generation Science Standards (NGSS) & it has been adopted by 30 states & the District of Columbia as standard for K-12 science education,Physics,none,none,none,yes,336,undefined
337,Environmental remediation,co-inventor of Emulsified Zero-Valent Iron (EZVI) an environmentally safe cleanup technology for chloridated solvent contamination of groundwater (works by injecting EZVI into the contaminated groundwater & soil & it acts like a sponge pulling the contamination into the emullsion where it breaks down into harmless byproducts; aditional remediation methods co-created are AMTS & SPEARS used for removal of cancer-causing PCBs in material  soils & sediments; part of project Mass Specrometer Observing Lunar Operations (MSolo) which looks for water on the moon,Engineering,Zero-valent metal emulsion for reductive dehalogenation of DNAPLS; Passive sensor for measuring ionizing radiation; Treatment system for removing halogenated compounds from contaminated sources; Mechanical alloying of a hydrogenation catalyst used for the remediation of contaminated compounds; Zero-valent metallic treatment system & its application for removal & remediation of polychlorinated biphenyls (PCBS); Removal of PCB & other halogenated organic contaminants found in ex situ structures; Contaminant removal from natural resources; Reactive material placement technique for groundwater treatment; Use of ultrasound to improve the effectiveness of a permeable treatment wall,6664298;11156729;9011789;8288307;8163972;7842639;7582682;7271199;7037946;7008964;6207114;6013232,Debra R. Reinhart; Christian Clausen; Cherie L.Geiger; Kathleen Brooks; Robert W. DeVor; Phillip R. Maloney; Cherie L. Yestrebsky; Brian S. Aiken; Christine Coon; Laura B. Filipek; Cristine M. Berger; Kristen M. Milum; Manoj B. Chopra; Nancy Ruiz,yes,337,undefined
338,Automotive,"""first woman to drive an automobile across the United States from coast to coast  a feat she completed on August 7  1909  after 59 days & 3 800 miles; trip was paid for by Maxwell-Briscoe Car Company as a publicity event to advertise their vehicle for women drivers; accompanied by 3 other women who did not drive; used maps by AAA for parts of the trip but most roads (predominantly dirt) were unmarked & they used electrical power lines to navigate  1961 wrote """"Veil  Duster & Tire Iron"""" which told the story of the trip""","Automotive - Technology  ",none,none,none,yes,338,undefined
339,"1999 - Developed the Randall-Sundrum Model in Physics, proposing a warped-geometry higher-dimensional universe.","* Randall’s research postulates that there are more than 4 dimensions * Contributed to the Randall-Sundrum model with Raman Sundrum * Describes the world in terms of a warped-geometry higher-dimensional universe * works toward understanding & building models of the Standard Model of particle physics supersymmetry. ",Particle Physics,none,none,Raman Sundrum,done,339,Physics
340,web design and development agency,"2015, founder & CEO of IncluDe Web Design & Development-a softeware development service & solutions for women & minority-owned organizations; 2021 created website for Boston s All Inc;usive tourism campaign",Computer Science,none,none,none,yes,340,undefined
341,"Neurodevelopment of the chick medulla using time-lapse microscopy in tissue cultures. ","Reddick studied neurodevelopment of the chick medulla. The goal of her experiments was to understand how much of that area of the brain was already determined and how much was dependent on interactions with surrounding developing tissues, such as notochord, somites, and ectoderm. The results of these experiments supported the hypothesis that while some aspects of the post-otic medulla in chick have already been determined, there needs to be a continuous interaction with surrounding developing tissue. For much of her research in tissue cultures, Reddick used time-lapse microscopy (then called motion picture microphotography). ",Biology - Neuroembryology,none,none,none,yes,341,undefined
342,1884 Dough Kneader and Rolling Pin,"Reed is the first known African-American woman to receive a US patent. Patent No. 305 474 for a """"Dough Kneader and Roller"""" was granted September 23  1884."" The patent was for an improved design of existing rollers with dough mixing more evenly while being kept covered and protected.",Food Sciences - Tools,Dough kneader & roller,305474,none,yes,342,undefined
343,Genetics; Drosophilia population genetics; species evolution,she & husband  Sheldon C. Reed founded the study of Drosophila population genetics; conducted studies on penicillin; with Sheldon also studied human genetics specializing in congenital diseases & disorders(concentration of mental/intellectual disorders); contributed to the establishment & standardization of processes to study species evolution; proponent of genetic counseling in family planning; wrote 6 of the 29 teaching plans developed by Minnesota Mathematics & Science Teaching project (Minnemast) funded bt NSF to improve math & science education in primary grades; published over 34 scholarly papers (often just using her initials to conceal her sex)  2 books & public school curriculums; work often overshadowed by her husbands work,Genetics,none,none,none,yes,343,undefined
344,Research into factors which impact the aging process,"At the PNI Research Lab, Reed researches the connections between biological aging and health across the adult lifespan. How do these influence the onset and course of age-related diseases, including declines in cognition? ",Psychology,none,none,none,yes,344,undefined
